St_Father_Monthly_Income,St_Date_of_Birth,AgeYearsIntTrunc,academic_year_name,class_name,section_name,St_Active_Inactive
25000.0,2009-08-17 00:00:00.000,8,March 2017-  February 2018,3rd,C,A         
15000.0,2008-06-12 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
12000.0,2009-02-04 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
15000.0,2008-07-20 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
25000.0,2008-12-29 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
100000.0,2009-01-04 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
10000.0,2008-10-06 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
100000.0,2009-01-14 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
20000.0,2008-10-23 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
20000.0,2009-02-28 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
28000.0,2008-12-15 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
25000.0,2008-09-11 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
25000.0,2008-12-24 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
40000.0,2009-08-28 00:00:00.000,8,March 2017-  February 2018,3rd,F,A         
36816.0,2009-02-01 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
20000.0,2008-09-02 00:00:00.000,9,March 2017-  February 2018,2nd,A,A         
100000.0,2009-01-17 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
30000.0,2008-12-09 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
12000.0,2009-01-07 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
25000.0,2008-07-19 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
30000.0,2008-10-22 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
40000.0,2009-07-12 00:00:00.000,8,March 2017-  February 2018,3rd,A,A         
40000.0,2008-11-04 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
30000.0,2009-02-01 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
50000.0,2008-06-29 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
20000.0,2007-01-01 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
12000.0,2003-10-29 00:00:00.000,14,March 2017-  February 2018,8th,D,A         
45000.0,2001-03-25 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
18000.0,2001-08-20 00:00:00.000,16,March 2016-  February 2017,10th,B,A         
18000.0,2000-08-25 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
22000.0,2000-09-23 00:00:00.000,17,March 2016-  February 2017,10th,D,A         
10000.0,2001-04-29 00:00:00.000,16,March 2016-  February 2017,10th,E,A         
15000.0,2001-04-15 00:00:00.000,16,March 2016-  February 2017,10th,E,A         
25000.0,2001-07-30 00:00:00.000,16,March 2016-  February 2017,10th,E,A         
25000.0,2004-06-22 00:00:00.000,13,March 2017-  February 2018,8th,D,A         
25000.0,2009-03-04 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
20000.0,2001-06-20 00:00:00.000,16,March 2016-  February 2017,10th,F,A         
32000.0,1999-12-03 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
38000.0,2009-01-29 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
37000.0,2003-10-05 00:00:00.000,14,March 2017-  February 2018,8th,D,A         
50000.0,2007-08-08 00:00:00.000,10,March 2017-  February 2018,5th,E,A         
25000.0,2005-07-17 00:00:00.000,12,March 2017-  February 2018,7th,C,A         
25000.0,2005-08-19 00:00:00.000,12,March 2017-  February 2018,7th,B,A         
50000.0,2003-03-20 00:00:00.000,15,March 2017-  February 2018,9th,B,A         
200000.0,2001-08-10 00:00:00.000,16,March 2016-  February 2017,10th,D,A         
35000.0,2003-05-08 00:00:00.000,14,March 2015 - Fabruary 2016,7th,TULIP,A         
25000.0,2002-01-10 00:00:00.000,16,March 2017-  February 2018,10th,A,A         
18000.0,2001-12-13 00:00:00.000,16,March 2017-  February 2018,10th,A,A         
30000.0,2001-09-20 00:00:00.000,16,March 2017-  February 2018,10th,A,A         
15000.0,2002-02-05 00:00:00.000,16,March 2017-  February 2018,10th,B,A         
10000.0,2002-06-13 00:00:00.000,15,March 2017-  February 2018,10th,B,A         
20000.0,2002-09-02 00:00:00.000,15,March 2017-  February 2018,10th,B,A         
50000.0,2001-12-26 00:00:00.000,16,March 2017-  February 2018,10th,B,A         
35000.0,2001-10-27 00:00:00.000,16,March 2017-  February 2018,10th,B,A         
15000.0,2001-02-04 00:00:00.000,17,March 2017-  February 2018,10th,B,A         
55000.0,2001-09-28 00:00:00.000,16,March 2017-  February 2018,10th,B,A         
20000.0,2002-05-25 00:00:00.000,15,March 2017-  February 2018,10th,B,A         
30000.0,2000-08-31 00:00:00.000,17,March 2017-  February 2018,10th,B,A         
20000.0,2001-08-28 00:00:00.000,16,March 2017-  February 2018,10th,B,A         
20000.0,2001-12-30 00:00:00.000,16,March 2017-  February 2018,10th,B,A         
20000.0,2001-12-12 00:00:00.000,16,March 2017-  February 2018,10th,B,A         
20000.0,2002-11-01 00:00:00.000,15,March 2017-  February 2018,10th,B,A         
50000.0,2000-11-22 00:00:00.000,17,March 2017-  February 2018,10th,B,A         
20000.0,2001-02-07 00:00:00.000,17,March 2016-  February 2017,10th,C,A         
45000.0,2001-02-19 00:00:00.000,17,March 2016-  February 2017,10th,C,A         
25000.0,2000-11-02 00:00:00.000,17,March 2016-  February 2017,10th,C,A         
10000.0,2000-06-30 00:00:00.000,17,March 2016-  February 2017,10th,C,A         
25000.0,1999-08-22 00:00:00.000,18,March 2016-  February 2017,10th,C,A         
30000.0,2000-12-29 00:00:00.000,17,March 2016-  February 2017,10th,C,A         
30000.0,2001-04-01 00:00:00.000,17,March 2016-  February 2017,10th,C,A         
12000.0,2006-09-08 00:00:00.000,11,March 2017-  February 2018,6th,A,A         
100000.0,2006-08-08 00:00:00.000,11,March 2015 - Fabruary 2016,4th,TULIP,A         
15000.0,2007-01-01 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
18000.0,2008-03-30 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
40000.0,2007-08-09 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
25000.0,2007-12-29 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
30000.0,2008-10-16 00:00:00.000,9,March 2017-  February 2018,4th,A,A         
25000.0,2008-09-18 00:00:00.000,9,March 2017-  February 2018,4th,A,A         
40000.0,2008-07-12 00:00:00.000,9,March 2017-  February 2018,4th,A,A         
25000.0,2007-11-27 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
70000.0,2007-07-14 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
30000.0,2007-10-13 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
30000.0,2008-06-09 00:00:00.000,9,March 2017-  February 2018,4th,A,A         
30000.0,2006-04-12 00:00:00.000,11,March 2017-  February 2018,4th,A,A         
30000.0,2007-09-05 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
12000.0,2007-12-09 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
25000.0,2007-09-05 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
25000.0,2008-06-10 00:00:00.000,9,March 2017-  February 2018,4th,F,A         
15000.0,2008-02-14 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
40000.0,2008-01-11 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
20000.0,2008-08-13 00:00:00.000,9,March 2017-  February 2018,4th,F,A         
20000.0,2007-12-01 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
15000.0,2007-12-03 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
40000.0,2007-09-25 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
20000.0,2008-07-13 00:00:00.000,9,March 2017-  February 2018,4th,F,A         
15000.0,2008-05-26 00:00:00.000,9,March 2017-  February 2018,4th,F,A         
12000.0,2006-09-27 00:00:00.000,11,March 2017-  February 2018,4th,F,A         
40000.0,2006-11-26 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
50000.0,2007-05-23 00:00:00.000,10,March 2017-  February 2018,5th,C,A         
50000.0,2007-02-22 00:00:00.000,11,March 2015 - Fabruary 2016,3rd,TULIP,A         
50000.0,2007-01-17 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
15000.0,2007-02-05 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
40000.0,2005-12-31 00:00:00.000,12,March 2017-  February 2018,5th,E,A         
60000.0,2007-07-18 00:00:00.000,10,March 2017-  February 2018,5th,E,A         
25000.0,2006-12-19 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
26000.0,2007-04-07 00:00:00.000,10,March 2017-  February 2018,5th,E,A         
30000.0,2006-10-26 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
40000.0,2007-01-02 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
35000.0,2006-10-30 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
50000.0,1999-08-28 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
100000.0,2006-09-26 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
50000.0,2007-05-06 00:00:00.000,10,March 2017-  February 2018,5th,E,A         
45000.0,2006-11-28 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
20000.0,2007-03-16 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
16022.0,2007-02-16 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
25000.0,2006-05-31 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
22000.0,2005-09-09 00:00:00.000,12,March 2017-  February 2018,5th,E,A         
20000.0,2007-03-21 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
30000.0,2006-12-29 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
35000.0,2007-02-14 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
26000.0,2006-10-15 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
15000.0,2006-10-26 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
20000.0,2007-04-28 00:00:00.000,10,March 2017-  February 2018,5th,F,A         
20000.0,2005-10-28 00:00:00.000,12,March 2017-  February 2018,5th,F,A         
25000.0,2006-10-16 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
30000.0,2005-10-27 00:00:00.000,12,March 2017-  February 2018,5th,F,A         
15000.0,2005-10-15 00:00:00.000,12,March 2017-  February 2018,5th,F,A         
30000.0,2006-09-03 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
18000.0,2001-11-15 00:00:00.000,16,March 2017-  February 2018,10th,A,A         
20000.0,2002-01-22 00:00:00.000,16,March 2017-  February 2018,10th,C,A         
40000.0,2002-06-14 00:00:00.000,15,March 2017-  February 2018,10th,C,A         
20000.0,2002-03-23 00:00:00.000,16,March 2017-  February 2018,10th,C,A         
25000.0,2002-09-03 00:00:00.000,15,March 2017-  February 2018,10th,C,A         
22000.0,2000-10-14 00:00:00.000,17,March 2016-  February 2017,10th,A,A         
35000.0,2007-08-21 00:00:00.000,10,March 2017-  February 2018,5th,D,A         
18000.0,2007-07-26 00:00:00.000,10,March 2017-  February 2018,5th,D,A         
28000.0,2006-11-08 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
20000.0,2007-10-22 00:00:00.000,10,March 2017-  February 2018,5th,D,A         
30000.0,2006-10-07 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
70000.0,2006-09-15 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
70000.0,2006-09-15 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
50000.0,2006-11-23 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
30000.0,2006-08-11 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
30000.0,2006-11-30 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
50000.0,2006-09-26 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
18000.0,2006-10-11 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
20000.0,2006-09-13 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
25000.0,2007-02-28 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
25000.0,2007-01-31 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
20000.0,2006-10-29 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
20000.0,2001-06-08 00:00:00.000,16,March 2017-  February 2018,10th,D,A         
20000.0,2002-10-04 00:00:00.000,15,March 2017-  February 2018,10th,F,A         
70000.0,1997-07-13 00:00:00.000,20,March 2014 - February 2015,10th,B,A         
25000.0,2005-03-26 00:00:00.000,13,March 2015 - Fabruary 2016,5th,TULIP,A         
30000.0,2000-12-20 00:00:00.000,17,March 2016-  February 2017,10th,E,A         
20000.0,2000-09-04 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
15000.0,2001-06-19 00:00:00.000,16,March 2016-  February 2017,10th,A,A         
35000.0,2008-11-27 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
45000.0,2008-12-20 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
35000.0,2009-06-27 00:00:00.000,8,March 2017-  February 2018,3rd,C,A         
20000.0,2008-12-28 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
20000.0,2008-08-03 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
40000.0,2009-02-01 00:00:00.000,9,March 2015 - Fabruary 2016,2nd,TULIP,A         
20000.0,2007-10-04 00:00:00.000,10,March 2015 - Fabruary 2016,2nd,TULIP,A         
15000.0,2009-04-30 00:00:00.000,8,March 2017-  February 2018,3rd,D,A         
20000.0,2000-11-03 00:00:00.000,17,March 2016-  February 2017,10th,F,A         
23600.0,2000-11-07 00:00:00.000,17,March 2016-  February 2017,10th,F,A         
18000.0,2008-10-07 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
25000.0,2006-12-25 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
100000.0,2007-12-04 00:00:00.000,10,March 2017-  February 2018,5th,D,A         
50000.0,2006-09-19 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
25000.0,2002-11-01 00:00:00.000,15,March 2015 - Fabruary 2016,6th,TULIP,A         
20000.0,2007-03-23 00:00:00.000,11,March 2016-  February 2017,4th,TULIP,A         
3695900.0,2009-03-15 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
30000.0,2008-10-24 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
43000.0,2001-01-01 00:00:00.000,17,March 2016-  February 2017,10th,F,A         
20000.0,2004-01-08 00:00:00.000,14,March 2017-  February 2018,8th,D,A         
25000.0,2009-02-03 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
15000.0,2008-09-04 00:00:00.000,9,March 2017-  February 2018,2nd,A,A         
40000.0,2008-10-01 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
28000.0,2007-10-16 00:00:00.000,10,March 2017-  February 2018,3rd,C,A         
30000.0,2008-11-26 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
40000.0,2009-05-30 00:00:00.000,8,March 2017-  February 2018,3rd,D,A         
35000.0,2009-02-24 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
50000.0,2009-02-25 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
100000.0,2008-04-22 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
30000.0,2009-09-29 00:00:00.000,8,March 2017-  February 2018,3rd,F,A         
25000.0,2007-08-20 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
20000.0,2008-02-08 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
15000.0,2007-02-10 00:00:00.000,11,March 2017-  February 2018,4th,A,A         
10000.0,2007-09-18 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
15000.0,2007-10-05 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
30000.0,2008-05-17 00:00:00.000,9,March 2017-  February 2018,4th,A,A         
60000.0,2003-05-10 00:00:00.000,14,March 2015 - Fabruary 2016,7th,TULIP,A         
70000.0,2008-01-05 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
20000.0,2008-08-06 00:00:00.000,9,March 2017-  February 2018,4th,A,A         
30000.0,2008-07-29 00:00:00.000,9,March 2017-  February 2018,4th,A,A         
35000.0,2007-10-27 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
30000.0,2007-10-29 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
30000.0,2007-06-26 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
85000.0,2007-06-06 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
27000.0,2008-02-04 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
40000.0,2008-01-28 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
14700.0,2008-06-18 00:00:00.000,9,March 2017-  February 2018,4th,E,A         
20000.0,2008-07-07 00:00:00.000,9,March 2017-  February 2018,4th,F,A         
30000.0,2008-01-03 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
70000.0,2006-10-21 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
30000.0,2006-11-07 00:00:00.000,11,March 2017-  February 2018,6th,A,A         
33500.0,2003-09-13 00:00:00.000,14,March 2017-  February 2018,8th,D,A         
25000.0,2002-04-24 00:00:00.000,15,March 2017-  February 2018,10th,F,A         
29000.0,2002-09-21 00:00:00.000,15,March 2017-  February 2018,10th,F,A         
40000.0,2001-03-27 00:00:00.000,17,March 2016-  February 2017,10th,D,A         
20000.0,2000-05-25 00:00:00.000,17,March 2016-  February 2017,10th,E,A         
30000.0,2000-12-25 00:00:00.000,17,March 2016-  February 2017,10th,E,A         
25000.0,2001-08-19 00:00:00.000,16,March 2016-  February 2017,10th,F,A         
12000.0,2002-05-17 00:00:00.000,15,March 2017-  February 2018,10th,B,A         
20000.0,2000-09-05 00:00:00.000,17,March 2016-  February 2017,10th,A,A         
22000.0,2000-08-01 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
35000.0,2000-12-06 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
60000.0,1999-10-14 00:00:00.000,18,March 2016-  February 2017,10th,B,A         
25000.0,2006-11-09 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
63000.0,1998-09-17 00:00:00.000,19,March 2013 - February 2014,10th,D,A         
10000.0,2003-11-26 00:00:00.000,14,March 2017-  February 2018,8th,D,A         
50000.0,2004-04-24 00:00:00.000,13,March 2017-  February 2018,8th,D,A         
40000.0,2004-06-28 00:00:00.000,13,March 2017-  February 2018,8th,D,A         
20000.0,2004-07-09 00:00:00.000,13,March 2017-  February 2018,8th,D,A         
50000.0,2003-09-25 00:00:00.000,14,March 2017-  February 2018,8th,D,A         
26000.0,2003-07-22 00:00:00.000,14,March 2017-  February 2018,8th,D,A         
35000.0,2004-09-16 00:00:00.000,13,March 2017-  February 2018,8th,D,A         
10000.0,2005-11-04 00:00:00.000,12,March 2017-  February 2018,8th,D,A         
43540.0,1999-04-02 00:00:00.000,19,March 2013 - February 2014,10th,E,A         
14000.0,2001-10-13 00:00:00.000,16,March 2017-  February 2018,10th,F,A         
20000.0,2002-09-23 00:00:00.000,15,March 2017-  February 2018,10th,F,A         
13000.0,2002-08-01 00:00:00.000,15,March 2017-  February 2018,10th,F,A         
15000.0,2001-10-16 00:00:00.000,16,March 2017-  February 2018,10th,F,A         
50000.0,2002-01-09 00:00:00.000,16,March 2017-  February 2018,10th,F,A         
20000.0,2001-07-29 00:00:00.000,16,March 2017-  February 2018,10th,F,A         
40000.0,2002-03-29 00:00:00.000,16,March 2017-  February 2018,10th,F,A         
30000.0,2002-07-26 00:00:00.000,15,March 2017-  February 2018,10th,F,A         
16000.0,2001-06-26 00:00:00.000,16,March 2017-  February 2018,10th,F,A         
60000.0,2001-02-11 00:00:00.000,17,March 2017-  February 2018,10th,F,A         
20000.0,2000-10-21 00:00:00.000,17,March 2017-  February 2018,10th,F,A         
25000.0,2001-07-21 00:00:00.000,16,March 2017-  February 2018,10th,F,A         
50000.0,2001-02-11 00:00:00.000,17,March 2017-  February 2018,10th,F,A         
100000.0,2001-09-05 00:00:00.000,16,March 2017-  February 2018,10th,F,A         
25000.0,2001-12-25 00:00:00.000,16,March 2017-  February 2018,10th,F,A         
20000.0,2008-02-06 00:00:00.000,10,March 2015 - Fabruary 2016,2nd,TULIP,A         
25000.0,2008-09-26 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
